STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,DAPR,FMTM,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
US1OHFR0018,"COLUMBUS 2.4 WNW, OH US",39.997665,-83.03227,229.2,5/31/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331785,"COLUMBUS WCMH, OH US",40.0251,-83.027,225.6,5/31/11,,,,,,0,,,,93,68,83,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,5/31/11,6.26,,1534,,1534,0,0,0,,93,69,,,200,200,,,17.9,21.9,1,,,,,,,1,,,1,,,,,,,,
US1OHDL0002,"WESTERVILLE 4.0 N, OH US",40.178973,-82.925594,274.6,6/1/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,6/1/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331779,"COLUMBUS PARSONS AVENUE, OH US",39.8469,-82.9872,225.2,6/1/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,6/1/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFF0005,"PICKERINGTON 2.7 NNE, OH US",39.92629,-82.7469,303.9,6/1/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0022,"GALLOWAY 3.1 N, OH US",39.95613,-83.15918,282.2,6/1/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,6/1/11,9.17,,,,937,0,,,,85,63,,,280,310,,,19.9,30,1,,,,,,,1,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,6/1/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0021,"MARBLE CLIFF 1.1 WNW, OH US",39.9930678,-83.0786431,237.7,6/1/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,6/1/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0025,"COLUMBUS 2.8 WSW, OH US",39.980412,-83.039689,235,6/1/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,6/1/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0024,"COLUMBUS 9.3 NNE, OH US",40.092491,-82.958236,,6/1/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,6/1/11,,,,,,0,,,,92,66,77,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,6/1/11,,,,,,0,0,0,,92,74,84,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,6/1/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0018,"COLUMBUS 2.4 WNW, OH US",39.997665,-83.03227,229.2,6/1/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331785,"COLUMBUS WCMH, OH US",40.0251,-83.027,225.6,6/1/11,,,,,,0,,,,86,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,6/1/11,10.96,,1741,,1627,0,0,0,,87,69,,,280,280,,,23.9,31.1,,,,,,,,1,,,,,,,,,,,
US1OHDL0002,"WESTERVILLE 4.0 N, OH US",40.178973,-82.925594,274.6,6/2/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,6/2/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331779,"COLUMBUS PARSONS AVENUE, OH US",39.8469,-82.9872,225.2,6/2/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,6/2/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFF0005,"PICKERINGTON 2.7 NNE, OH US",39.92629,-82.7469,303.9,6/2/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0022,"GALLOWAY 3.1 N, OH US",39.95613,-83.15918,282.2,6/2/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,6/2/11,5.82,,,,1159,0,,,,78,55,,,350,350,,,15,18.1,,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,6/2/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0021,"MARBLE CLIFF 1.1 WNW, OH US",39.9930678,-83.0786431,237.7,6/2/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,6/2/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0025,"COLUMBUS 2.8 WSW, OH US",39.980412,-83.039689,235,6/2/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,6/2/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0024,"COLUMBUS 9.3 NNE, OH US",40.092491,-82.958236,,6/2/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,6/2/11,,,,,,0,0,0,,85,55,77,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,6/2/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0018,"COLUMBUS 2.4 WNW, OH US",39.997665,-83.03227,229.2,6/2/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331785,"COLUMBUS WCMH, OH US",40.0251,-83.027,225.6,6/2/11,,,,,,0,,,,79,55,65,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,6/2/11,3.8,,1316,,1250,0,0,0,,80,58,,,360,340,,,13,17.9,,,,,,,,,,,,,,,,,,,
US1OHDL0002,"WESTERVILLE 4.0 N, OH US",40.178973,-82.925594,274.6,6/3/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,6/3/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331779,"COLUMBUS PARSONS AVENUE, OH US",39.8469,-82.9872,225.2,6/3/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,6/3/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFF0005,"PICKERINGTON 2.7 NNE, OH US",39.92629,-82.7469,303.9,6/3/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0022,"GALLOWAY 3.1 N, OH US",39.95613,-83.15918,282.2,6/3/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,6/3/11,3.58,,,,1126,0,,,,81,52,,,80,190,,,8.1,18.1,,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,6/3/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0021,"MARBLE CLIFF 1.1 WNW, OH US",39.9930678,-83.0786431,237.7,6/3/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,6/3/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0025,"COLUMBUS 2.8 WSW, OH US",39.980412,-83.039689,235,6/3/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,6/3/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0024,"COLUMBUS 9.3 NNE, OH US",40.092491,-82.958236,,6/3/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,6/3/11,,,,,,0,0,0,,79,53,78,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,6/3/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0018,"COLUMBUS 2.4 WNW, OH US",39.997665,-83.03227,229.2,6/3/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331785,"COLUMBUS WCMH, OH US",40.0251,-83.027,225.6,6/3/11,,,,,,0,,,,80,53,64,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,6/3/11,3.8,,640,,637,0,0,0,,81,53,,,90,90,,,12.1,16.1,,,,,,,,,,,,,,,,,,,
US1OHDL0002,"WESTERVILLE 4.0 N, OH US",40.178973,-82.925594,274.6,6/4/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,6/4/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331779,"COLUMBUS PARSONS AVENUE, OH US",39.8469,-82.9872,225.2,6/4/11,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,6/4/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFF0005,"PICKERINGTON 2.7 NNE, OH US",39.92629,-82.7469,303.9,6/4/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0022,"GALLOWAY 3.1 N, OH US",39.95613,-83.15918,282.2,6/4/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,6/4/11,7.38,,,,1818,0.39,,,,93,60,,,360,350,,,36,46.1,1,,1,,,,,1,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,6/4/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0021,"MARBLE CLIFF 1.1 WNW, OH US",39.9930678,-83.0786431,237.7,6/4/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,6/4/11,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0025,"COLUMBUS 2.8 WSW, OH US",39.980412,-83.039689,235,6/4/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,6/4/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0024,"COLUMBUS 9.3 NNE, OH US",40.092491,-82.958236,,6/4/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,6/4/11,,,,,,0,,,,87,53,57,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,6/4/11,,,,,,0,0,0,,92,56,91,,,,,,,,,,1,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,6/4/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0018,"COLUMBUS 2.4 WNW, OH US",39.997665,-83.03227,229.2,6/4/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331785,"COLUMBUS WCMH, OH US",40.0251,-83.027,225.6,6/4/11,,,,,,0.81,,,,93,57,69,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,6/4/11,8.5,,2255,,2254,0.57,0,0,,93,60,,,240,250,,,31.1,40,1,,1,,,,,1,,,1,,,1,,,,,
US1OHDL0002,"WESTERVILLE 4.0 N, OH US",40.178973,-82.925594,274.6,6/5/11,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,6/5/11,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331779,"COLUMBUS PARSONS AVENUE, OH US",39.8469,-82.9872,225.2,6/5/11,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,6/5/11,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFF0005,"PICKERINGTON 2.7 NNE, OH US",39.92629,-82.7469,303.9,6/5/11,,,,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0022,"GALLOWAY 3.1 N, OH US",39.95613,-83.15918,282.2,6/5/11,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,6/5/11,2.46,,,,143,0.02,,,,86,64,,,150,160,,,16.1,18.1,1,,,,,,,,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,6/5/11,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0021,"MARBLE CLIFF 1.1 WNW, OH US",39.9930678,-83.0786431,237.7,6/5/11,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,6/5/11,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0025,"COLUMBUS 2.8 WSW, OH US",39.980412,-83.039689,235,6/5/11,,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,6/5/11,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0024,"COLUMBUS 9.3 NNE, OH US",40.092491,-82.958236,,6/5/11,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,6/5/11,,,,,,1.05,,,,93,57,66,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,6/5/11,,,,,,0.13,0,0,,93,65,82,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,6/5/11,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0018,"COLUMBUS 2.4 WNW, OH US",39.997665,-83.03227,229.2,6/5/11,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331785,"COLUMBUS WCMH, OH US",40.0251,-83.027,225.6,6/5/11,,,,,,0.04,,,,86,65,67,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,6/5/11,3.58,,154,,154,0.03,0,0,,86,66,,,190,190,,,19.9,23.9,1,,1,,,,,,,,1,,,1,,,,,
US1OHDL0002,"WESTERVILLE 4.0 N, OH US",40.178973,-82.925594,274.6,6/6/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,6/6/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331779,"COLUMBUS PARSONS AVENUE, OH US",39.8469,-82.9872,225.2,6/6/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,6/6/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFF0005,"PICKERINGTON 2.7 NNE, OH US",39.92629,-82.7469,303.9,6/6/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0022,"GALLOWAY 3.1 N, OH US",39.95613,-83.15918,282.2,6/6/11,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,6/6/11,2.68,,,,1801,0,,,,89,60,,,190,170,,,14.1,17,1,,,,,,,1,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,6/6/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0021,"MARBLE CLIFF 1.1 WNW, OH US",39.9930678,-83.0786431,237.7,6/6/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,6/6/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0025,"COLUMBUS 2.8 WSW, OH US",39.980412,-83.039689,235,6/6/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,6/6/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0024,"COLUMBUS 9.3 NNE, OH US",40.092491,-82.958236,,6/6/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,6/6/11,,,,,,0,,,,86,61,67,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,6/6/11,,,,,,0,0,0,,89,61,87,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,6/6/11,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331785,"COLUMBUS WCMH, OH US",40.0251,-83.027,225.6,6/6/11,,,,,,0,,,,90,61,77,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,6/6/11,4.25,,1837,,1421,0,0,0,,88,63,,,190,200,,,13,17.9,1,,,,,,,,,,,,,,,,,,
US1OHDL0002,"WESTERVILLE 4.0 N, OH US",40.178973,-82.925594,274.6,6/7/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,6/7/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331779,"COLUMBUS PARSONS AVENUE, OH US",39.8469,-82.9872,225.2,6/7/11,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,6/7/11,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFF0005,"PICKERINGTON 2.7 NNE, OH US",39.92629,-82.7469,303.9,6/7/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0022,"GALLOWAY 3.1 N, OH US",39.95613,-83.15918,282.2,6/7/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,6/7/11,7.83,,,,1246,0.24,,,,91,68,,,100,110,,,25.1,33.1,1,,1,,,,,1,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,6/7/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0021,"MARBLE CLIFF 1.1 WNW, OH US",39.9930678,-83.0786431,237.7,6/7/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,6/7/11,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0025,"COLUMBUS 2.8 WSW, OH US",39.980412,-83.039689,235,6/7/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,6/7/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0024,"COLUMBUS 9.3 NNE, OH US",40.092491,-82.958236,,6/7/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,6/7/11,,,,,,0,,,,88,66,73,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,6/7/11,,,,,,0.08,0,0,,89,69,74,,,,,,,,,,1,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,6/7/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331785,"COLUMBUS WCMH, OH US",40.0251,-83.027,225.6,6/7/11,,,,,,0.69,,,,89,69,75,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",39.99068,-82.87703,246.8,6/7/11,6.04,,1220,,1219,0.05,0,0,,90,69,,,80,50,,,19.9,29.1,1,,1,,,,,1,,,,,,1,,,,,
USC00331777,"COLUMBUS HAP CREMEAN WP, OH US",40.0604,-82.8941,253.3,6/8/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331779,"COLUMBUS PARSONS AVENUE, OH US",39.8469,-82.9872,225.2,6/8/11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0001,"UPPER ARLINGTON 0.9 E, OH US",40.027882,-83.054333,256,6/8/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFF0005,"PICKERINGTON 2.7 NNE, OH US",39.92629,-82.7469,303.9,6/8/11,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0022,"GALLOWAY 3.1 N, OH US",39.95613,-83.15918,282.2,6/8/11,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",40.078406,-83.078332,275,6/8/11,7.38,,,,1534,0,,,,94,66,,,210,210,,,16.1,21,1,,,,,,,1,,,,,,,,,,,
US1OHFR0010,"WESTERVILLE 0.2 WNW, OH US",40.12261,-82.92132,270.1,6/8/11,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0021,"MARBLE CLIFF 1.1 WNW, OH US",39.9930678,-83.0786431,237.7,6/8/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0003,"GRANDVIEW HEIGHTS 0.1 N, OH US",39.980958,-83.040056,234.1,6/8/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0025,"COLUMBUS 2.8 WSW, OH US",39.980412,-83.039689,235,6/8/11,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0002,"DUBLIN 3.2 ENE, OH US",40.1299,-83.0742,273.1,6/8/11,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0024,"COLUMBUS 9.3 NNE, OH US",40.092491,-82.958236,,6/8/11,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331783,"COLUMBUS VLY CROSSING, OH US",39.9047,-82.9199,231.6,6/8/11,,,,,,,,,,90,65,74,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00338951,"WESTERVILLE, OH US",40.1268,-82.9441,244.4,6/8/11,,,,,,0,0,0,,94,67,94,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OHFR0008,"NEW ALBANY 2.8 SSE, OH US",40.04029,-82.798033,314.6,6/8/11,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00331785,"COLUMBUS WCMH, OH US",40.0251,-83.027,225.6,6/8/11,,,,,,0,,,,95,67,83,,,,,,,,,,,,,,,,,,,,,,,,,,
